time_ns,protein_rmsd_A,ligand_rmsd_A
0.0,1.4820646093097902e-06,6.03156597169567e-06
0.05,5.088979682025937,68.33958757077528
0.1,6.641042892743477,68.76591767407052
0.15,9.97498927182076,68.76404896585821
0.2,11.086891458689474,68.37346223862745
0.25,11.648330082967185,69.37446649538728
0.3,11.416431470827465,69.04420306771856
0.35,10.02039384436097,69.38528608473378
0.4,6.288680319304263,69.2600195817365
0.45,14.133435836939668,69.32479151231158
0.5,15.931130965118097,69.01310813667446
0.55,17.194024336268434,69.30990273366557
0.6,17.57419063022206,69.3811440229444
0.65,16.821887901738478,69.16167587650358
0.7,17.382371359364733,69.40871043742507
0.75,21.210751710108887,68.82491498952545
0.8,23.59940087669733,75.28421392674186
0.85,26.651630389691515,81.31957979980193
0.9,26.84223198901316,69.30059470073506
0.95,28.06450146316491,58.76352841214617
1.0,26.234597374305984,70.6882806034697
1.05,23.80654946465508,67.27686102159745
1.1,24.814507789627836,69.1832398159066
1.15,23.88646679308149,66.94025345973718
1.2,19.68757671078363,69.38726763314509
1.25,18.00305206572048,69.18432177020338
1.3,20.006201746528273,69.10884067293765
1.35,19.12033085319408,69.04346471911049
1.4,21.010152111252367,69.24146036888055
1.45,17.996177747544728,69.12955031627564
1.5,15.882850731476461,69.14963047922888
1.55,17.001693265934843,69.2927245880298
1.6,18.257543970880675,68.27470395940377
1.65,20.26788605585264,68.21635913743636
1.7,17.79007430035934,68.43174996308872
1.75,13.155810901783259,68.69604749921379
1.8,15.88043745215715,68.60147702068959
1.85,14.697620415508649,68.09343825358305
1.9,11.416478115088147,68.49477340516164
1.95,8.023057935447587,68.41568702689291
2.0,11.51891510179868,68.5582015915626
2.05,8.083623904690587,68.2973467404363
2.1,11.232332192977035,68.91952760911254
2.15,11.28526630569547,68.15948760612498
2.2,12.411464161877074,69.31007967451298
2.25,12.831143592802293,68.28835788976701
2.3,19.27877462105433,68.78129489238138
2.35,22.569934692768683,68.71121395800303
2.4,20.799099245306397,68.51605784814122
2.45,17.85011441540307,68.70837456327334
2.5,18.56719703190191,68.63947727366183
2.55,14.226859483366669,68.85527957801938
2.6,12.814144248675175,68.21836319043436
2.65,10.249245373590298,68.17488881305403
2.7,9.020245493280772,68.33876852028773
2.75,10.27176543877844,68.6903373371635
2.8,12.195250697222999,68.30749377976989
2.85,12.866318760435476,68.52115832601463
2.9,11.00107643304241,68.57941045373221
2.95,12.052210930467137,69.28468647286923
3.0,11.902243902163377,68.24911777496179
3.05,12.065377540483375,68.53106485911994
3.1,10.758018011615718,68.25628366343332
3.15,11.560995777701049,68.47134060379116
3.2,11.584479363097856,68.72766271361111
3.25,9.192148915263886,68.95753807794061
3.3,11.072076196566863,69.20014895886607
3.35,9.56624836925307,68.12059351859577
3.4,9.170675516472157,68.43824764528433
3.45,9.119454396502958,68.34167119117154
3.5,9.04605674367649,68.45427007733561
3.55,9.27009743275235,68.44509632412256
3.6,9.045509126882383,68.41482734631069
3.65,8.836021484133735,68.19411973417579
3.7,8.798711119051081,68.23887739314151
3.75,10.513309772012994,68.4731285938031
3.8,9.920681820399983,68.38065184729349
3.85,9.307666346420548,68.6550843388148
3.9,9.284191075392343,68.58868650703977
3.95,8.737798162256915,69.24575350370874
4.0,10.41706053202058,68.58325511681457
4.05,8.680388555926145,68.26462059327656
4.1,8.65895957395233,68.0783064802507
4.15,9.859701777328652,68.22130863296766
4.2,8.705226373311685,68.3385674693139
4.25,9.041142246551113,68.86343930014607
4.3,10.698493078173922,68.46003006738661
4.35,8.737658202710097,69.2834282256742
4.4,9.523308938780577,68.3968412487256
4.45,8.73860763152289,68.14069164774426
4.5,10.48598351217641,62.94748572104427
4.55,9.943776667437893,69.08410002737608
4.6,8.797715882137497,68.72624777979641
4.65,9.97099632356679,68.38370171468227
4.7,10.573673311094327,68.40959243620973
4.75,10.578762605259872,68.90012363656476
4.8,10.576974214218106,68.09775563648263
4.85,10.503646762758057,68.27705925723325
4.9,10.506011944897136,68.62340432454921
4.95,10.489758003785319,68.34271505174753
5.0,10.533104448371377,68.37941394180919
5.05,10.406901518713173,68.35683619937409
5.1,10.45314206761651,68.57617013385259
5.15,9.894576066693869,68.1781620069235
5.2,10.539567727239385,69.08436246806885
5.25,9.937232868348394,69.18263755801874
5.3,10.573197714810997,68.48644966742506
5.35,10.590266913306898,68.45321404154762
5.4,10.576835701245026,68.15569408113768
5.45,10.600604617775348,68.17125177417238
5.5,10.56295579160825,68.3558043879456
5.55,10.56594491836964,68.36190093872051
5.6,10.530952559210457,68.37062198164388
5.65,10.525766374069672,68.07264939651087
5.7,10.521569139521867,69.1443722246133
5.75,10.513119229580083,69.1493612492627
5.8,10.531239889124883,68.25110443583449
5.85,10.5252594020596,68.2044434298156
5.9,10.507489772110656,68.63409209192645
5.95,10.530963689680554,69.25237336096221
6.0,10.556827276278145,68.21888472204229
6.05,10.46589847701512,68.56234085364095
6.1,10.497068112401008,68.7988656490042
6.15,10.514532675490212,68.16800529523829
6.2,10.524699681855932,68.67841228444033
6.25,10.553271172673885,68.6146828586682
6.3,10.5640488996611,68.19065223188517
6.35,10.586193750337783,68.22127386966534
6.4,10.476128248725377,68.7355160251853
6.45,10.513811792322251,68.284933832781
6.5,11.632310085963038,68.32795655847106
6.55,10.58411643752218,68.3022352306967
6.6,10.528164958933186,68.61053190260773
6.65,9.385397736497513,68.25333994411032
6.7,11.179157082711441,69.05520390200897
6.75,9.655110421859952,68.95226237055957
6.8,10.457689419575427,69.03927583802428
6.85,7.933828902431693,68.59271117181781
6.9,9.695172467901253,68.24073267648295
6.95,11.714346159238909,68.39039331774124
7.0,13.840956155625124,68.6187671032873
7.05,12.6808998506588,68.359223710094
7.1,17.08382234883791,68.15475680148029
7.15,15.292980220396093,68.44299476511566
7.2,16.12874423787618,68.29640661399172
7.25,16.406051933145203,68.22945631470053
7.3,16.784617381691994,68.37589108823693
7.35,12.987578797355647,68.25704127534026
7.4,11.807581588712647,68.26694248258526
7.45,12.044948363143948,68.15761401775863
7.5,9.888723243210977,68.46135672471085
7.55,9.162324385375069,68.49386151405133
7.6,10.090438384271124,68.72513572580787
7.65,8.199678266857005,69.00133944561922
7.7,9.683544817308345,68.61876777530303
7.75,8.212208636569272,68.41436453476585
7.8,9.036749249028356,68.74228652511778
7.85,9.03733366751133,69.4143409992159
7.9,10.616365968677494,69.1958546549241
7.95,12.459064106635685,68.7174060211195
8.0,10.059153151484391,68.96816380857831
8.05,10.522299186445693,69.29137900314768
8.1,11.082488717386893,68.9001739530598
8.15,10.807519032573444,69.24568188447923
8.2,12.668026094564077,69.28349300773507
8.25,13.127248109460739,69.03124339544782
8.3,12.678143131361333,68.71857124049873
8.35,12.695610878190003,68.60039001455758
8.4,11.716283043816958,69.16341164882796
8.45,11.809695107746819,69.14704063208251
8.5,11.740176240790017,69.20851845897113
8.55,9.90732964119233,69.21155569910856
8.6,10.856728635031923,68.29284511994206
8.65,11.26092066218284,68.42153059384536
8.7,11.412610954607274,68.99547823071273
8.75,11.520108995636175,69.13086387910349
8.8,14.309672686397898,69.33827560308605
8.85,12.796724509372591,68.13833046705984
8.9,11.818430799339234,68.76434753231524
8.95,11.529085896798001,68.18745035432859
9.0,12.064467377055719,68.29465159717672
9.05,12.537753268877772,68.30543752395442
9.1,15.106223348184328,68.24093156541905
9.15,18.313812808811306,68.65651054091175
9.2,16.854314665140418,68.72689928639245
9.25,16.223340998891818,68.55696766775733
9.3,18.41221886985125,68.21310604603755
9.35,19.251528999378742,68.40438555470863
9.4,16.124985767771967,68.20176360390516
9.45,17.346552713116225,68.26951261722505
9.5,15.040588422806254,68.66306346910619
9.55,17.713570828491687,68.06915372472434
9.6,19.205802304171876,68.47266383756936
9.65,17.40783957181109,68.15423231172684
9.7,20.483397678203886,68.54362191319993
9.75,20.3801468130784,68.36895125587107
9.8,21.140520839020827,68.27350085125572
9.85,22.522868010854214,68.3922822421128
9.9,21.729177691677805,69.38643846179069
9.95,19.635998078338083,68.39612654902383
10.0,20.893035977955357,68.26310074294514
10.05,22.5292321347379,68.54655693457954
10.1,28.039101311000085,68.22828013202903
10.15,28.340974352496637,68.37653725668417
10.2,27.758571879174543,68.37988229888393
10.25,30.990697934278465,68.42865051606562
10.3,33.249425712063555,68.23838351067225
10.35,28.317576204671816,68.81398824257472
10.4,27.70248270993813,68.44441740336521
10.45,23.103164048076888,68.23065905671972
10.5,23.88060020464845,68.5623348662293
10.55,23.688077100992484,68.34466018313212
10.6,26.528701476564454,68.65388661939792
10.65,20.29652540147948,68.17822577442675
10.7,19.91169307751322,68.56152466406893
10.75,20.795230097039376,69.25300902526624
10.8,21.700637159071096,68.61228676136705
10.85,19.52754495554498,71.06108481440566
10.9,21.6904603882767,84.32901244227506
10.95,21.337970577897206,68.15553733637492
11.0,25.556630539814446,69.9048183374308
11.05,27.869663410748895,88.75271536558611
11.1,26.43122347240039,68.18005925722679
11.15,21.97614119113558,68.39784472377126
11.2,22.337300791069197,68.82479137672225
11.25,20.14810672656874,68.25264677520697
11.3,22.55701691345127,68.20680576580583
11.35,19.430551000600506,68.32050183839182
11.4,18.035166259422205,68.75573797578308
11.45,19.040179536584375,68.57420358683397
11.5,19.025286620653606,68.89352394226624
11.55,15.3748832850839,67.42131200191243
11.6,16.623829390310515,68.71965347111828
11.65,15.781859614224294,68.51609377681959
11.7,17.201381566795824,70.3112308736207
11.75,17.917207549734446,69.315457576668
11.8,16.95982294182654,69.08094014173885
11.85,17.87378918662651,76.51876471616816
11.9,18.793698851819347,77.25634417373914
11.95,18.589158815353823,65.73419458866304
12.0,17.194429533094258,68.59183020983868
12.05,16.938666315467888,68.0245749256346
12.1,14.480041962765995,68.02116160435364
12.15,13.915317459972828,68.66675665714011
12.2,13.919491672417795,68.69926765393845
12.25,13.45897647313395,68.19045863912949
12.3,13.767861756252866,68.5210208698767
12.35,15.761468025543715,69.64158003522367
12.4,19.175846518435552,68.3854622124908
12.45,18.289443379230853,68.66141160876491
12.5,18.7997553026839,68.27240664379467
12.55,20.902529656448447,68.37359384185271
12.6,22.582687178750454,69.38528316125479
12.65,19.779365418216273,68.70660732222002
12.7,18.420063991312354,69.3184316541298
12.75,18.76085418739891,69.03575242022318
12.8,18.564397901120444,68.64067238113236
12.85,18.80299912625524,68.99411316431859
12.9,18.23071842994347,68.74244869892927
12.95,17.49287774888502,68.40334478772441
13.0,17.26737825520598,68.25757800732941
13.05,16.521600366745304,68.58492053262171
13.1,14.944033672987404,68.42945681333018
13.15,14.089289648776179,68.26691847002134
13.2,12.691153129570878,68.23421206855686
13.25,12.987829911611174,69.25767822063196
13.3,15.356962063602303,69.01293104923377
13.35,16.58198981089471,68.44857503835316
13.4,15.282194988364317,68.67252635513948
13.45,18.858632452103915,68.22298821004031
13.5,18.792282050725607,68.3423112200901
13.55,18.742208296807437,68.652761030446
13.6,22.698419079153222,68.73197540171662
13.65,23.29672692296082,68.51153098015206
13.7,23.01374843606759,68.2831668769516
13.75,24.66587795262409,68.34477837365773
13.8,28.7714210997991,68.24291896494162
13.85,26.815407031838827,68.64386189736737
13.9,27.388705718019672,69.02501792455631
13.95,27.43933288965955,68.798003761814
14.0,29.63176891156805,68.1710911006794
14.05,27.142880733475966,68.88008258572287
14.1,26.066156566566793,69.22869318054704
14.15,25.48337135236303,69.30082647006908
14.2,29.803798235139027,68.70456854587826
14.25,28.674273026269237,68.34370724708336
14.3,29.262899593011607,68.30279875926797
14.35,26.536728810635267,68.05322741029735
14.4,27.084789824244577,68.69110595217002
14.45,29.154484345663878,68.75641623097613
14.5,28.728039267453145,68.56477061284372
14.55,26.027948380832253,68.45250239046382
14.6,22.73373323847977,68.3693427633194
14.65,21.857587180223582,68.664741141601
14.7,20.513265072913956,68.61952300605004
14.75,21.58664359077732,68.1616046668418
14.8,19.748141714846415,68.65658643455505
14.85,18.632251362177968,68.45780789006223
14.9,19.595227821958332,68.01159734415133
14.95,19.610705249194776,68.1600777251952
15.0,19.30016077219157,68.72253662591916
15.05,18.592522440825945,68.74747094459147
15.1,17.81869655024004,68.12726536196627
15.15,16.398601780423842,68.8179949821486
15.2,17.42030014366585,68.1521069422335
15.25,16.709117913116078,68.48624952102358
15.3,14.751681963293873,68.29238062285896
15.35,15.154987144808665,68.95724281340635
15.4,17.158122276193787,68.16920396265118
15.45,15.512872934657382,68.1333453914257
15.5,16.67028196990893,68.48292932610244
15.55,15.996828832971735,68.2227566780905
15.6,14.270394226964463,68.25522067177606
15.65,14.70921972257451,68.52560486885127
15.7,12.693525643832645,69.3891154678806
15.75,13.89987395303631,69.05036974222531
15.8,13.306977555012582,68.42602045829692
15.85,13.71691707992588,68.41430557007665
15.9,15.032795810659957,69.27230518847401
15.95,13.50456146799841,68.2583259205241
16.0,15.144730465211854,70.86950938103884
16.05,16.16527907129775,86.08456319307015
16.1,15.345174003888488,76.92004854599482
16.15,17.072263081326174,83.03765050155727
16.2,16.71978204254515,92.99467229148927
16.25,18.616650928529197,93.26904575031352
16.3,18.036659733326992,92.75349824796238
16.35,19.33510921216953,92.82935981919653
16.4,18.14270366170137,92.65619173493444
16.45,18.4928208493811,83.37815057204467
16.5,16.654715667199955,88.82096844692832
16.55,17.168067576088045,91.56761318294436
16.6,16.499282239094534,89.03402346517358
16.65,16.602986326670596,93.68999657583961
16.7,14.849310005148256,67.002321679607
16.75,15.977299052782723,90.1338238635182
16.8,16.181961820034346,71.496937951546
16.85,15.232588734835952,70.79908795382931
16.9,15.203634198532967,68.83989705006098
16.95,12.752673704046623,68.51142289012252
17.0,13.745434768239996,68.44095026284751
17.05,16.047164665082637,71.30873207765671
17.1,15.446293301236121,71.93577730519017
17.15,17.165449429542754,68.53867685507352
17.2,14.46696988459129,71.49319053059877
17.25,15.32153459171838,62.4085931125217
17.3,14.88694438641419,62.58133859849965
17.35,13.386144978644603,51.541716401631035
17.4,11.065961226286685,57.92539645776215
17.45,11.147972970826324,43.502702191234164
17.5,10.899746669711696,38.167438832621535
17.55,11.111141727683297,65.66451846278925
17.6,11.331348282307939,65.48866819863157
17.65,13.35020403831054,88.72646175499865
17.7,14.902182267316512,73.88128584059629
17.75,14.09702633722025,82.41375459084188
17.8,15.265526740872078,69.16631036192562
17.85,16.78110857166373,67.81830091243971
17.9,18.976943115811107,43.165303599407345
17.95,17.57200420291661,43.242609007580405
18.0,17.772369119842608,76.71358776807672
18.05,18.93061778523954,83.56586355974747
18.1,17.73323512209819,39.30188681796309
18.15,16.78668154230291,39.37128087712586
18.2,15.852215331243887,79.12669019385766
18.25,15.615930350614573,66.9114166283065
18.3,16.058745254670043,62.15893394314791
18.35,17.063962693615178,59.92834918803978
18.4,17.801686604535103,68.69731752056786
18.45,20.21734959737014,54.371487540785864
18.5,19.741369175067536,53.91487243521931
18.55,19.731761589880733,50.71939851822788
18.6,18.465128260668422,56.964730529231446
18.65,16.598400935793862,32.27165913809326
18.7,18.96146616239745,74.81477938671763
18.75,19.09043143128827,76.10332855274065
18.8,16.687371213909096,87.53595082474071
18.85,17.0465143260379,87.91417815164495
18.9,16.271488092830023,90.00257993144803
18.95,15.914750638086845,84.89220201822567
19.0,16.477659636884567,76.9192340936569
19.05,16.055614159810137,74.16948980783545
19.1,16.089252583063317,76.61660904973789
19.15,14.850586414911207,75.67733973066127
19.2,17.24787435497208,75.89583900962357
19.25,19.653741200541425,76.41307237091661
19.3,22.064466319591666,76.53493477798112
19.35,21.315034142830026,64.51862737740987
19.4,20.294067849553915,64.76734008847224
19.45,21.116144751274735,51.62915066359091
19.5,23.295986905751768,52.83130830907684
19.55,24.226186757644438,58.7123273791846
19.6,23.42963195777477,76.76583261043649
19.65,23.423060050851053,76.69284175566115
19.7,23.94037635980614,75.64888037959932
19.75,22.133079650421383,68.31153737056086
19.8,19.628035522054276,83.69289256911448
19.85,20.07847787514747,65.06767178867986
19.9,21.623379827423847,63.67831638892004
19.95,23.915742608579393,68.25183036186537
20.0,22.689849178376967,67.98760626614603
20.05,17.96614420830846,58.332326479877494
20.1,17.47323565988565,72.44439870513558
20.15,19.14017227735022,91.9690952946889
20.2,16.640245180285177,85.29714313443317
20.25,17.56431288163927,80.44107016557939
20.3,19.556135739832385,77.07325992180434
20.35,20.693141432371736,74.69881001459844
20.4,20.12257277281434,62.64325304771128
20.45,19.509914842868202,85.01673814543574
20.5,18.353229428037757,78.01244245950251
20.55,18.528471385214285,69.95859749198932
20.6,19.28616493659758,85.18361139465675
20.65,20.726539633185933,68.41756507696574
20.7,18.094967921302917,58.89214732471972
20.75,17.932768356961393,74.39566827355304
20.8,18.203475942212755,70.06988728212919
20.85,16.624677966741675,67.94778257166061
20.9,16.562429505510025,57.66265582755324
20.95,16.54988950971331,68.12635138901031
21.0,16.692514004007915,71.49242364205982
21.05,16.69420229564801,72.7720357727664
21.1,15.505365159896241,57.68790795012895
21.15,15.579465513748953,69.76633374711963
21.2,15.062953180181093,68.20815774121866
21.25,17.66694549711616,68.18432665133176
21.3,18.244815464589177,68.22111566238375
21.35,20.13054528392545,71.92734074024257
21.4,20.035054612616502,69.12831040132878
21.45,16.61586492761831,71.27292243281521
21.5,17.21314905548276,91.84226757421078
21.55,16.772751920403206,92.07771309556622
21.6,15.84220300248731,69.20724384455357
21.65,15.362194517623589,70.78141351649312
21.7,13.792964917920362,71.40588761883843
21.75,14.66920357416892,70.84407363565083
21.8,13.545029609207024,70.91545088470106
21.85,13.378476125842136,68.45548813246837
21.9,13.476388410767367,65.54442501565862
21.95,12.409538463515345,71.33687841914286
22.0,12.764359043874615,90.71533324677588
22.05,12.35801756276212,79.23019920131837
22.1,13.136471058044272,93.89299275108597
22.15,11.805533126502446,96.16166790797271
22.2,10.400918885573297,94.478950638422
22.25,10.376334286346944,86.21117038386554
22.3,10.28269165791675,90.78923266968968
22.35,10.255680186568695,77.92017054161832
22.4,10.545382809707263,81.45803514368731
22.45,10.650366113633217,79.41371689335381
22.5,11.021141288474801,74.62924346784179
22.55,10.580197701683897,74.52946790984328
22.6,10.538335671430564,88.53415582255317
22.65,10.749836855851585,73.53317538149945
22.7,11.157207645236209,68.36598375779066
22.75,11.167737494555979,68.24028041575902
22.8,11.02581625771627,67.71129896014217
22.85,11.069644550178447,67.72912668698817
22.9,10.951763849397103,67.68938671848831
22.95,11.388672812426966,74.58402855856117
23.0,11.286242668499186,68.8475462979083
23.05,11.244694516105527,68.56247940857622
23.1,10.603805198633669,76.3761193354746
23.15,10.257713732858258,94.48342466640567
23.2,10.85696867363814,83.52372397354323
23.25,9.987805251930924,97.59789725384877
23.3,10.426501560767448,90.02752503619953
23.35,10.552716975769824,91.5135636296299
23.4,10.027208065112267,90.45287368995953
23.45,10.243732531242394,66.3425576672653
23.5,10.050031707225202,74.5952589339939
23.55,9.787250715081187,76.78127009412768
23.6,10.516337612801339,69.84340501365239
23.65,12.907223159155848,68.21431889505084
23.7,10.485346345429935,69.29218893478911
23.75,11.107813717213354,67.8187139747911
23.8,10.586627400811764,74.68666485454801
23.85,10.138512801989311,72.4872039588924
23.9,10.1409847098315,77.25855552318708
23.95,10.626544017246436,77.24590623101199
24.0,10.78797957062046,69.75747067727006
24.05,10.685963161141943,74.96511212445908
24.1,10.805715258216049,94.41580411165033
24.15,11.886403421346827,93.63317346811404
24.2,10.77331676140677,91.08528003682333
24.25,10.767625767809,91.25716729419315
24.3,10.801098011420827,91.13229039344311
