time_ns,min_dist_A,n_contacts
34.25,2.0966655097779907,350
34.5,1.9169510799439737,338
34.75,2.2668382921852657,235
35.0,1.9018204450069955,368
35.25,1.6313111358570402,326
35.5,1.8862437889225139,302
35.75,2.6170322555904173,265
36.0,1.9170128899678998,330
36.25,2.0660562103653204,270
36.5,2.3201861385826503,303
36.75,2.064820878547592,305
37.0,2.1712960790432505,249
37.25,2.210092129599788,268
37.5,1.8284844609208613,313
37.75,2.2056337782374853,343
38.0,1.9068780267904113,304
38.25,2.0764887074064595,310
38.5,2.172050672360547,273
38.75,2.102199404408279,346
39.0,2.255314910376129,388
39.25,2.2056509661621377,395
39.5,2.169315092784642,314
39.75,2.0886566558705892,357
40.0,2.3457133212214596,286
40.25,2.0744641953925007,244
40.5,1.9123228945722273,323
40.75,2.2244928719368686,338
41.0,1.9546435595873406,266
41.25,2.180214494596966,408
41.5,1.7280659621303567,290
41.75,2.243238459378594,380
42.0,1.9724124548083803,309
42.25,2.0356902069472538,263
42.5,2.442531948694132,314
42.75,1.9420888665992342,311
43.0,2.2835371498269947,322
43.25,2.567097957472903,315
43.5,1.8391637015130042,370
43.75,1.9526851167938533,347
44.0,1.8339715565962778,300
44.25,2.179194281062011,323
44.5,2.1831068141676306,291
44.75,1.8657248081162434,311
45.0,2.2015380455015237,267
45.25,2.009877579059303,296
45.5,2.218647725688116,307
45.75,1.6205473434454014,382
46.0,1.8794732107780894,399
46.25,2.29944128164723,331
46.5,1.9559834613095104,311
46.75,2.1697481640841962,293
47.0,2.174997508693157,300
47.25,1.9561471594692856,375
47.5,2.2863686253003435,290
47.75,2.13647183600419,351
48.0,1.8786729616966888,325
48.25,2.211418298946949,298
48.5,2.12271659076403,351
48.75,2.1009280186869685,300
49.0,2.232807739217434,285
49.25,2.0057892731991926,308
49.5,2.0261042688910287,292
49.75,2.059403437400745,426
50.0,2.0589760253284313,320
